Symmetry,Outcome,Instability,Object,Size,Material,Interaction,Approach,EEF_Position,Start_Time,
0.7681969394544245,SUCCESS,0.02716475146274006,ASYM_RECT,SMALL,COMPLIANT,STRING,FRONT,FAR,1785484563.244,
0.7662100456621004,SUCCESS,0.011721269055202752,CYLINDER,SMALL,COMPLIANT,FREE,FRONT,CENTER,1785461023.151,
0.7583011583011584,SUCCESS,0.024268640171654823,ASYM_RECT,SMALL,COMPLIANT,FREE,FRONT,CENTER,1785484006.104,
0.754074074074074,SUCCESS,0.029675759888478665,ASYM_RECT,SMALL,RIGID,FREE,FRONT,CLOSE,1785483108.376,
0.7533596837944664,SUCCESS,0.00767352561724465,TRI_PRISM,SMALL,RIGID,FREE,FRONT,CLOSE,1785478629.076,
0.7387464387464387,SUCCESS,0.024352969428560103,ASYM_RECT,LARGE,COMPLIANT,FREE,FRONT,CLOSE,1785497447.486,
0.7315952824332713,SUCCESS,0.038214553002172726,CYLINDER,LARGE,COMPLIANT,STRING,FRONT,CENTER,1785488318.181,
0.7275413711583923,SUCCESS,0.016557602992313552,CYLINDER,LARGE,COMPLIANT,FREE,FRONT,CLOSE,1785486247.689,
0.7112005365526493,SUCCESS,0.03306379700016785,TRI_PRISM,SMALL,COMPLIANT,STRING,FRONT,CENTER,1785479921.050,
0.7009310986964618,SUCCESS,0.032486690838256976,ASYM_RECT,SMALL,RIGID,STRING,FRONT,CENTER,1785483573.318,
0.6944548286604361,SUCCESS,0.029716986514665776,ASYM_RECT,SMALL,RIGID,STRING,FRONT,FAR,1785484648.276,
0.6633477633477635,SUCCESS,0.020647385199616168,TRI_PRISM,SMALL,RIGID,FREE,FRONT,CENTER,1785478889.442,
0.6539176626826029,SUCCESS,0.030924077172087814,TRI_PRISM,LARGE,COMPLIANT,FREE,FRONT,FAR,1785494333.711,
0.6520446096654274,SUCCESS,0.03323161307358495,ASYM_RECT,SMALL,COMPLIANT,STRING,FRONT,CENTER,1785483838.325,
0.6377333333333334,SUCCESS,0.025050270819524517,TRI_PRISM,SMALL,RIGID,FREE,FRONT,CENTER,1785478991.676,
0.6256830601092895,SUCCESS,0.027791749747779735,ASYM_RECT,LARGE,COMPLIANT,FREE,FRONT,CLOSE,1785497372.996,
0.6077887788778878,SUCCESS,0.02657940578631921,PLANE,LARGE,COMPLIANT,STRING,FRONT,FAR,1785547030.743,
0.6032218091697645,SUCCESS,0.016768125046781258,TRI_PRISM,SMALL,COMPLIANT,FREE,FRONT,CENTER,1785479985.969,
0.5520223152022316,SUCCESS,0.02670061422896881,PLANE,LARGE,RIGID,STRING,FRONT,FAR,1785546788.681,
0.5484581497797356,SUCCESS,0.029950118084127623,ASYM_RECT,LARGE,COMPLIANT,FREE,FRONT,CENTER,1785499677.190,
0.5204819277108433,SUCCESS,0.038133368809190944,ASYM_RECT,SMALL,RIGID,FREE,FRONT,CENTER,1785483442.648,
0.479595015576324,SUCCESS,0.03077837269575082,ASYM_RECT,SMALL,RIGID,FREE,FRONT,CENTER,1785483359.131,
