Sym_Act_Mid,Outcome,Instability,Object,Size,Material,Interaction,Approach,EEF_Position,Start_Time,
0.10534296028880866,FAILURE,0.012338545378179699,CYLINDER,SMALL,RIGID,STRING,FRONT,FAR,1785464588.622,
0.07465232974910395,FAILURE,0.012109842972057768,ASYM_RECT,SMALL,COMPLIANT,STRING,FRONT,FAR,1785484489.128,
0.12367354965585053,SUCCESS,0.012015369540793856,TRI_PRISM,SMALL,RIGID,STRING,FRONT,CENTER,1785479143.885,
0.12331008833100882,SUCCESS,0.011929797908705754,PLANE,LARGE,RIGID,STRING,FRONT,FAR,1785546788.681,
0.07047619047619046,FAILURE,0.011906842083091453,TRI_PRISM,LARGE,COMPLIANT,FREE,FRONT,CLOSE,1785491621.959,
0.10009378185524975,FAILURE,0.011752331893619511,CYLINDER,SMALL,COMPLIANT,STRING,FRONT,CENTER,1785465120.639,
0.12779026217228467,SUCCESS,0.011121032855263556,TRI_PRISM,SMALL,RIGID,FREE,FRONT,FAR,1785481219.089,
0.11316811235026848,SUCCESS,0.011112250326361917,ASYM_RECT,SMALL,COMPLIANT,STRING,FRONT,CENTER,1785483838.325,
0.07422775472568002,FAILURE,0.011069225704045475,CYLINDER,LARGE,COMPLIANT,STRING,FRONT,CENTER,1785488377.105,
0.10969740982812878,SUCCESS,0.010826425438310496,ASYM_RECT,LARGE,COMPLIANT,FREE,FRONT,FAR,1785499030.599,
0.10070484581497798,SUCCESS,0.010797688500032375,ASYM_RECT,LARGE,COMPLIANT,FREE,FRONT,CENTER,1785499677.190,
0.08954448701575139,FAILURE,0.010618163473670995,TRI_PRISM,SMALL,RIGID,STRING,FRONT,CLOSE,1785478417.302,
0.07981877022653722,SUCCESS,0.010233380452668661,ASYM_RECT,SMALL,COMPLIANT,FREE,FRONT,CLOSE,1785482396.347,
0.0964501113134993,FAILURE,0.009888213992682665,ASYM_RECT,SMALL,COMPLIANT,STRING,FRONT,CLOSE,1785482766.558,
0.11885785226567348,SUCCESS,0.009819708992014953,ASYM_RECT,SMALL,RIGID,STRING,FRONT,CENTER,1785483573.318,
0.09048433048433048,SUCCESS,0.009406126910438612,PLANE,SMALL,COMPLIANT,FREE,FRONT,FAR,1785545634.528,
0.0992533333333333,SUCCESS,0.009359628520814905,TRI_PRISM,SMALL,RIGID,FREE,FRONT,CENTER,1785478991.676,
0.07996527777777776,SUCCESS,0.009159283453604804,CYLINDER,SMALL,RIGID,STRING,FRONT,FAR,1785464510.679,
0.08839118096485482,FAILURE,0.008608025990915699,ASYM_RECT,LARGE,RIGID,STRING,FRONT,FAR,1785498739.662,
0.07147171512283072,SUCCESS,0.008412192691953516,TRI_PRISM,SMALL,COMPLIANT,FREE,FRONT,FAR,1785480611.949,
0.11416610999777331,FAILURE,0.007916994901771094,ASYM_RECT,LARGE,RIGID,STRING,FRONT,CENTER,1785500782.819,
0.0835978835978836,FAILURE,0.007217896799028423,CYLINDER,LARGE,RIGID,STRING,FRONT,FAR,1785487641.802,
0.08118652589240824,SUCCESS,0.006367021621648151,ASYM_RECT,LARGE,COMPLIANT,FREE,FRONT,FAR,1785499092.503,
0.1091638494478251,SUCCESS,0.006221487003460413,CYLINDER,SMALL,COMPLIANT,FREE,FRONT,CENTER,1785461284.810,
0.08157511913719588,SUCCESS,0.006181082675339947,PLANE,SMALL,RIGID,FREE,FRONT,FAR,1785546347.601,
0.10330259112867808,SUCCESS,0.005559546283315972,CYLINDER,LARGE,COMPLIANT,FREE,FRONT,FAR,1785487852.085,
0.12298584298584297,SUCCESS,0.005350124475240354,ASYM_RECT,SMALL,COMPLIANT,FREE,FRONT,CENTER,1785484006.104,
0.08981412639405205,SUCCESS,0.004105320419818698,TRI_PRISM,SMALL,COMPLIANT,FREE,FRONT,CENTER,1785479985.969,
0.07285024154589373,SUCCESS,0.004015601506780856,TRI_PRISM,SMALL,COMPLIANT,FREE,FRONT,CENTER,1785480104.935,
0.1290545203588681,SUCCESS,0.0033348870060698624,CYLINDER,SMALL,COMPLIANT,FREE,FRONT,FAR,1785463683.217,
0.0813223140495868,SUCCESS,0.003112801843519588,ASYM_RECT,SMALL,COMPLIANT,FREE,FRONT,CLOSE,1785482463.359,
0.12151701517015166,SUCCESS,0.0030098667707108176,ASYM_RECT,SMALL,RIGID,FREE,FRONT,FAR,1785484864.536,
